customer_id,age,gender,state,occupation,emp_years,monthly_income,active_loans,past_defaults,cibil_score,lender_type,gold_type,gold_weight_g,gold_purity_kt,market_value_inr,recoverable_value,loan_amount_inr,ltv_ratio,interest_rate_pct,tenure_months,emi_inr,income_to_emi,total_debt_burden,loan_year,loan_month,loan_quarter,default_status
GLC011714,62,Male,Maharashtra,Farmer,5,52599,0,2,342,Bank,Jewellery,197.63,18,911265.39,723913.53,628462.38,68.9659,27.47,9,78062.71,0.6738,1.4841,2024,6,2,1
GLC011715,44,Male,Gujarat,Small Business,4,41623,0,2,492,Bank,Jewellery,59.43,22,349257.15,267653.52,244209.33,69.9225,22.34,18,16091.83,2.5866,0.3866,2023,5,2,0
GLC011716,40,Female,Maharashtra,Daily Wage,4,13942,2,1,300,NBFC,Jewellery,195.89,20,1037554.92,782698.97,933799.43,90,27.49,12,89884.4,0.1551,12.894,2023,7,3,1
GLC011717,41,Male,Karnataka,Salaried,13,93378,1,0,669,Bank,Jewellery,124.57,22,679684.99,569223.76,478761.27,70.4387,13.06,12,42775.13,2.183,0.4581,2023,11,4,0
GLC011718,33,Male,Gujarat,Farmer,1,18805,2,2,300,NBFC,Bar,86.16,22,487585.04,445153.37,407291.49,83.5324,27.54,15,32401.45,0.5804,3.446,2022,8,3,1
GLC011719,33,Male,Tamil Nadu,Farmer,0,18200,1,2,383,NBFC,Jewellery,167.33,22,1004022.74,846120.54,892621.4,88.9045,28.74,15,71538.18,0.2544,3.9307,2022,6,2,1
GLC011720,46,Male,Maharashtra,Daily Wage,2,21129,3,3,300,NBFC,Jewellery,110.64,20,550774.19,469019.17,495696.77,90,29.01,12,48082.99,0.4394,6.8271,2023,6,2,1
GLC011721,40,Male,Maharashtra,Salaried,3,90347,3,0,590,NBFC,Jewellery,166.22,18,778761.86,681998.06,592471.12,76.0786,23.74,6,105694.06,0.8548,3.5096,2023,6,2,0
GLC011722,45,Male,Rajasthan,Small Business,2,71549,1,1,559,Bank,Jewellery,103.63,24,649973.4,489124.8,448613.59,69.0203,20.57,15,34171.37,2.0938,0.4776,2022,9,3,0
GLC011723,25,Male,West Bengal,Small Business,0,61818,0,3,300,Bank,Jewellery,86.62,24,571278.66,447474.03,428459,75,25.5,9,52806.48,1.1707,0.8542,2024,11,4,1
GLC011724,40,Male,Karnataka,Small Business,9,75591,0,0,658,NBFC,Jewellery,123.59,20,653702.47,541027.21,526476.93,80.5377,18.47,9,63090.96,1.1981,0.8346,2023,6,2,0
GLC011725,53,Male,Andhra Pradesh,Small Business,5,53079,0,1,524,NBFC,Jewellery,152.49,22,919776.31,695569.05,824774.45,89.6712,27.18,6,148563.07,0.3573,2.7989,2024,2,1,0
GLC011726,29,Male,Karnataka,Farmer,3,29421,0,0,491,Bank,Jewellery,14.18,24,93453.38,75819.41,67172.42,71.878,23.71,9,8220.17,3.5791,0.2794,2023,1,1,0
GLC011727,42,Female,Maharashtra,Salaried,5,44169,3,0,677,NBFC,Jewellery,83.59,20,431491.43,375432.2,358473.16,83.0777,18.24,12,32905.78,1.3423,2.235,2023,11,4,0
GLC011728,21,Female,Telangana,Daily Wage,2,12889,1,2,300,Bank,Coin,37.91,20,185794.64,162434.33,130847.92,70.4261,27.08,12,12568.79,1.0255,0.9752,2024,3,1,1
GLC011729,27,Male,Tamil Nadu,Daily Wage,4,9255,1,2,300,Bank,Bar,190.22,20,1046456.51,964286.81,727368.9,69.5078,27.26,21,43937.38,0.2106,4.7474,2024,11,4,1
GLC011730,50,Female,Andhra Pradesh,Salaried,3,88448,1,1,493,NBFC,Jewellery,194.55,18,869942.04,749326.4,728358.97,83.725,26.77,12,69853.42,1.2662,0.7898,2024,11,4,0
GLC011731,38,Male,Andhra Pradesh,Farmer,7,39993,3,3,300,Bank,Coin,182.41,22,1051447.61,901701.2,788585.71,75,26.76,9,97677.44,0.4094,7.3271,2024,10,4,1
GLC011732,62,Male,Kerala,Farmer,0,41444,2,3,300,NBFC,Jewellery,105.04,22,569473.89,496983.69,512526.5,90,27.17,12,49253.99,0.8414,2.3769,2024,7,3,1
GLC011733,46,Male,Karnataka,Small Business,6,64794,0,2,329,Bank,Jewellery,152.4,24,1015742.66,820111.61,761807,75,27.46,18,52111.37,1.2434,0.8043,2023,1,1,1
GLC011734,47,Female,Rajasthan,Small Business,1,90633,0,2,453,Bank,Jewellery,184.81,22,984461.2,843977.98,586662.09,59.5922,22.21,12,54967.58,1.6488,0.6065,2024,7,3,0
GLC011735,30,Male,Rajasthan,Salaried,6,128919,2,0,838,Bank,Jewellery,174.96,18,799934.13,653307.39,536295.04,67.0424,9.82,9,62052.99,2.0776,0.9627,2022,4,2,0
GLC011736,37,Male,Karnataka,Salaried,6,81235,0,0,805,Bank,Jewellery,109.46,18,548730.42,455516.52,355651.94,64.8136,11.93,12,31587.6,2.5717,0.3888,2024,2,1,0
GLC011737,33,Male,Telangana,Salaried,11,42735,1,0,784,Bank,Bar,34.04,18,152151.53,145606.63,105308.18,69.2127,9.84,12,9250.43,4.6198,0.2165,2022,9,3,0
GLC011738,30,Female,Telangana,Salaried,16,77861,0,0,706,Bank,Jewellery,182.41,20,979745.24,747153.05,641756.65,65.5024,12.64,18,39326.69,1.9799,0.5051,2024,6,2,0
GLC011739,49,Male,Tamil Nadu,Farmer,7,32329,1,0,394,Bank,Bar,165.01,20,876058.48,825217.22,601584.1,68.6694,25.14,9,74037.9,0.4367,2.2901,2022,6,2,0
GLC011740,51,Female,Kerala,Farmer,4,25740,2,1,356,Bank,Jewellery,83.25,24,483749.29,412465.97,317289.71,65.5897,26.65,15,25103.03,1.0254,1.9505,2022,10,4,0
GLC011741,46,Male,Telangana,Small Business,4,68150,0,1,513,Bank,Jewellery,95.52,18,472511.89,368212.13,324077.48,68.5861,24.4,15,25284.42,2.6953,0.371,2024,6,2,0
GLC011742,32,Female,Tamil Nadu,Farmer,9,51032,0,1,447,Bank,Jewellery,197.89,22,1055849.2,895403.37,765613.15,72.5116,27.05,9,94940.79,0.5375,1.8604,2022,9,3,1
GLC011743,45,Male,Karnataka,Professional,3,311388,0,1,742,Bank,Coin,122.27,22,721608.19,633805.8,457074.57,63.3411,15.73,15,33764.14,9.2224,0.1084,2022,9,3,0
GLC011744,21,Male,Karnataka,Salaried,8,80797,0,0,576,Bank,Jewellery,38.04,22,216394.6,188460.52,152883.65,70.6504,19.47,6,26946.99,2.9984,0.3335,2022,3,1,0
GLC011745,56,Female,Gujarat,Farmer,3,52899,1,1,451,Bank,Coin,36.9,18,162143.44,144449.49,119652.13,73.794,23.52,6,21332.17,2.4798,0.4033,2022,9,3,0
GLC011746,27,Female,Maharashtra,Daily Wage,8,22417,0,2,300,Bank,Jewellery,17.66,24,109917.25,88206.95,82437.94,75,26.05,21,4929.9,4.5472,0.2199,2022,3,1,0
GLC011747,29,Female,Gujarat,Daily Wage,3,17981,1,1,319,Bank,Coin,119.62,20,638716.28,574524.56,479037.21,75,26.66,12,45916.48,0.3916,2.5536,2022,7,3,1
GLC011748,43,Male,Telangana,Farmer,1,16223,3,1,329,Bank,Jewellery,10.24,22,54924.07,45363.11,39689.56,72.2626,24.51,15,3098.69,5.2354,0.573,2024,2,1,1
GLC011749,44,Female,West Bengal,Daily Wage,1,8179,4,2,300,Bank,Jewellery,164.29,22,996676.18,766497.61,747507.14,75,26.9,21,45019.13,0.1817,22.0169,2024,9,3,1
GLC011750,41,Female,Gujarat,Small Business,3,60134,2,0,559,Bank,Coin,67.07,22,374792.22,319511.25,270205.7,72.0948,19.41,6,47617.87,1.2628,1.5837,2022,1,1,0
GLC011751,29,Male,Tamil Nadu,Salaried,4,78324,0,2,458,Bank,Jewellery,71.78,20,357529.58,297031.24,253758.41,70.9755,22.26,9,30874.56,2.5368,0.3942,2022,10,4,0
GLC011752,54,Female,Uttar Pradesh,Salaried,8,130521,1,1,657,Bank,Jewellery,153.36,18,754358.51,648122.79,544377.54,72.1643,15.98,6,95004.96,1.3738,0.7279,2023,2,1,0
GLC011753,23,Male,Tamil Nadu,Farmer,0,31237,1,1,300,NBFC,Jewellery,25.61,24,158071.25,121400.46,142264.12,90,29.81,21,8776.41,3.5592,0.281,2022,1,1,1
GLC011754,25,Male,Karnataka,Small Business,2,20589,1,1,416,Bank,Jewellery,108.03,22,650948.04,546390.07,488211.03,75,26.24,24,26361.29,0.781,1.2804,2023,3,1,1
GLC011755,40,Male,Uttar Pradesh,Small Business,3,69749,3,0,480,Bank,Coin,77.14,22,429347.99,370042.52,305075.36,71.0555,23.53,12,28778.46,2.4237,1.2378,2023,5,2,0
GLC011756,28,Male,Tamil Nadu,Salaried,9,102494,0,3,508,Bank,Jewellery,24.67,24,156066.45,134034.63,107413.51,68.8255,21.07,6,19018.37,5.3892,0.1856,2023,8,3,0
GLC011757,55,Male,Gujarat,Salaried,2,67455,1,1,634,NBFC,Jewellery,62.99,20,350574.54,279583.27,302977.39,86.4231,20.67,21,17316.43,3.8954,0.2567,2024,10,4,0
GLC011758,29,Male,Uttar Pradesh,Professional,13,217760,2,0,732,Bank,Jewellery,127.63,18,586199,498931.77,425822.57,72.6413,14.97,6,74101.19,2.9387,0.6806,2024,2,1,0
GLC011759,59,Female,Gujarat,Small Business,2,79079,0,2,354,NBFC,Coin,134.32,24,839627.65,735029.81,742172.07,88.393,27.86,12,71573.22,1.1049,0.9051,2023,5,2,0
GLC011760,53,Male,Gujarat,Salaried,2,64500,0,2,621,Bank,Jewellery,29.61,24,193265.32,151108.88,135370.57,70.0439,18.58,12,12448.17,5.1815,0.193,2022,8,3,0
GLC011761,55,Female,Tamil Nadu,Daily Wage,1,17030,3,2,300,NBFC,Jewellery,188.03,18,898321.08,676643.34,808488.97,90,28.71,12,78305.14,0.2175,13.7942,2023,12,4,1
GLC011762,62,Male,Andhra Pradesh,Small Business,3,88987,1,0,644,Bank,Jewellery,40.76,20,221092.05,177696.15,156012.28,70.5644,17.74,6,27363.89,3.252,0.3075,2024,5,2,0
GLC011763,42,Male,Telangana,Farmer,4,18958,0,1,448,NBFC,Coin,134.32,22,753617.49,686550.57,664219.62,88.1375,28.91,24,36766.73,0.5156,1.9394,2024,2,1,1
GLC011764,30,Male,Kerala,Small Business,0,59415,3,1,436,Bank,Jewellery,68.46,22,387318.83,304712.21,280356.47,72.3839,27.31,12,26961.52,2.2037,1.3613,2022,2,1,0
GLC011765,40,Male,Rajasthan,Salaried,14,39190,4,1,449,NBFC,Jewellery,142.03,22,758564.31,582471.24,682707.88,90,28.9,18,47189.2,0.8305,4.8165,2022,2,1,0
GLC011766,35,Male,Tamil Nadu,Farmer,3,16091,1,0,447,NBFC,Jewellery,163.57,18,800113.24,619277.3,648211.74,81.015,27.37,9,80484.02,0.1999,5.0018,2022,9,3,0
GLC011767,34,Male,Karnataka,Daily Wage,2,27179,1,0,391,NBFC,Coin,20.74,22,119770.89,105772.59,105761.29,88.303,27.4,24,5772.79,4.7081,0.2124,2024,11,4,1
GLC011768,43,Male,Kerala,Daily Wage,4,27949,4,0,300,NBFC,Coin,160.42,22,927058.45,823950,827805.72,89.2938,28.34,12,80025.97,0.3492,11.4531,2022,3,1,1
GLC011769,38,Female,Kerala,Daily Wage,0,9206,2,0,300,Bank,Jewellery,28.6,20,145365.4,123848.12,105791.7,72.7764,25.33,12,10071.84,0.914,2.1881,2022,4,2,0
GLC011770,33,Male,Karnataka,Daily Wage,2,26876,0,1,338,NBFC,Jewellery,106.19,20,584504.16,471358.83,475730.27,81.3904,29.7,21,29321.75,0.9166,1.091,2024,6,2,1
GLC011771,39,Male,Maharashtra,Daily Wage,1,26934,3,1,386,Bank,Coin,70.91,22,418492.15,380233.14,293884.86,70.2247,25.03,15,23018.86,1.1701,2.5639,2024,2,1,1
GLC011772,48,Male,Tamil Nadu,Farmer,1,29739,1,1,300,Bank,Coin,64.88,20,316425.63,270027.32,211711.85,66.9073,25.08,18,14233.62,2.0893,0.4786,2022,2,1,1
GLC011773,52,Male,Kerala,Farmer,5,29287,3,2,300,NBFC,Bar,34.68,20,187491.37,176842.07,168742.23,90,28.26,12,16306.11,1.7961,1.6703,2024,3,1,1
GLC011774,24,Male,Karnataka,Professional,5,241920,2,0,773,Bank,Coin,136.94,22,732692.75,645191.95,490982.54,67.0107,11.4,6,84572.72,2.8605,0.6992,2023,8,3,0
GLC011775,38,Male,Gujarat,Farmer,2,12591,3,3,300,NBFC,Jewellery,64.03,22,358335.2,280373.22,322501.68,90,28.77,12,31244.96,0.403,7.4446,2022,7,3,1
GLC011776,40,Male,Tamil Nadu,Daily Wage,4,9978,2,0,467,Bank,Jewellery,103.57,22,589587.93,494961.51,410250.61,69.5826,22.53,9,49968.62,0.1997,10.0158,2022,5,2,0
GLC011777,28,Female,Maharashtra,Small Business,1,91985,0,0,574,NBFC,Jewellery,7.95,22,46521,40275.77,41314.83,88.809,23.26,18,2740.87,33.5605,0.0298,2024,8,3,0
GLC011778,40,Female,Andhra Pradesh,Salaried,11,39262,3,0,751,NBFC,Jewellery,122.83,18,590196.13,511452.26,500332.28,84.7739,11.8,18,30464.82,1.2888,2.3278,2023,11,4,0
GLC011779,43,Male,Uttar Pradesh,Salaried,0,40902,4,0,507,NBFC,Jewellery,137.06,22,785449.33,614626.31,706904.4,90,27.36,18,48320.74,0.8465,4.7255,2023,5,2,0
GLC011780,47,Male,Kerala,Farmer,0,15975,3,2,356,Bank,Jewellery,17.16,22,95875.23,79376.48,71906.42,75,24.84,18,4825.88,3.3103,0.9063,2023,8,3,1
GLC011781,42,Female,Kerala,Small Business,1,39045,0,2,417,Bank,Coin,108.84,24,689967.37,633604.74,508052.64,73.6343,25.91,21,30346.8,1.2866,0.7772,2023,10,4,0
GLC011782,32,Female,Kerala,Salaried,10,77664,1,1,535,NBFC,Jewellery,144.28,22,848473.47,707259.09,658964.38,77.6647,26.92,9,81673.68,0.9509,1.0516,2022,1,1,0
GLC011783,64,Female,Telangana,Salaried,4,111796,2,0,562,NBFC,Jewellery,32.61,24,197608.64,149922.74,173642.47,87.8719,20.47,12,16124.37,6.9334,0.2885,2024,9,3,0
GLC011784,51,Male,Rajasthan,Salaried,13,94953,1,0,792,Bank,Jewellery,13.54,22,78646.89,62395.39,53172.45,67.6091,9.05,15,3762.45,25.237,0.0396,2023,4,2,0
GLC011785,48,Female,Gujarat,Salaried,7,89484,0,1,642,Bank,Bar,42.73,22,244919.97,224699.87,151395.57,61.8143,18.12,6,26582.79,3.3662,0.2971,2023,1,1,0
GLC011786,53,Female,Telangana,Salaried,6,84797,0,0,858,NBFC,Bar,73.57,18,323431.02,307353.41,246971.6,76.3599,12.84,6,42717.12,1.9851,0.5038,2024,7,3,0
GLC011787,44,Male,Kerala,Small Business,1,75137,0,1,507,NBFC,Jewellery,88.18,24,578678.72,501582.51,520810.85,90,24.36,18,34830.88,2.1572,0.4636,2022,10,4,0
GLC011788,56,Female,Tamil Nadu,Small Business,0,32656,2,1,546,Bank,Jewellery,19.21,20,106006.54,92832.31,79504.9,75,22.06,9,9665.57,3.3786,0.592,2024,11,4,0
GLC011789,42,Female,Uttar Pradesh,Salaried,4,110521,0,0,805,Bank,Jewellery,195.96,22,1140060.32,994498.37,733209.27,64.3132,10.05,15,52219.34,2.1165,0.4725,2023,4,2,0
GLC011790,42,Male,Maharashtra,Salaried,16,42873,0,2,655,NBFC,Bar,139.44,22,833639.89,764420.56,700284.18,84.0032,18.28,6,123015.22,0.3485,2.8693,2023,5,2,0
GLC011791,48,Female,Andhra Pradesh,Daily Wage,5,27067,1,0,529,Bank,Jewellery,31.08,24,196862.7,162455.5,130897.36,66.4917,24.38,18,8755.46,3.0914,0.3235,2023,3,1,0
GLC011792,59,Female,Maharashtra,Professional,5,254001,2,1,804,Bank,Jewellery,160.5,20,838619.87,669204.61,561431.68,66.9471,11.34,6,96691.1,2.6269,0.7613,2024,3,1,0
GLC011793,58,Female,Kerala,Farmer,1,21124,0,2,357,Bank,Jewellery,67.38,24,430137.29,325042.38,322602.97,75,24.61,24,17154.75,1.2314,0.8121,2022,5,2,1
GLC011794,48,Female,Rajasthan,Small Business,2,60623,3,0,582,Bank,Bar,78.15,22,454217.46,421227.47,297184.95,65.4279,19.91,18,19233.79,3.1519,0.9518,2024,4,2,0
GLC011795,47,Male,Maharashtra,Salaried,4,61601,0,0,689,Bank,Coin,19.13,22,112871.59,96204.71,83099.22,73.6228,14.21,9,9788.51,6.2932,0.1589,2022,6,2,0
GLC011796,49,Male,Andhra Pradesh,Farmer,2,16941,1,1,300,Bank,Coin,87.46,24,555995.83,487799.03,416996.87,75,25.1,24,22276.68,0.7605,1.315,2024,4,2,1
GLC011797,52,Male,Andhra Pradesh,Small Business,4,78568,2,0,517,Bank,Jewellery,20.17,22,123425.69,101196.83,82538.34,66.8729,23.81,6,14727.35,5.3348,0.3749,2023,6,2,0
GLC011798,56,Female,Gujarat,Daily Wage,4,24307,2,1,331,Bank,Jewellery,137.65,20,729719.07,613071.62,494517.48,67.7682,26.75,24,26829.34,0.906,2.2075,2022,10,4,1
GLC011799,39,Male,Tamil Nadu,Small Business,4,76906,0,0,545,Bank,Jewellery,71.96,22,407268.48,313895.04,305451.36,75,23.47,9,37343.67,2.0594,0.4856,2022,2,1,0
GLC011800,56,Male,Kerala,Farmer,9,49005,1,0,617,Bank,Jewellery,62.78,20,305689.38,235521.74,200765.17,65.6762,18.34,12,18438.65,2.6577,0.3763,2023,5,2,0
GLC011801,45,Male,Kerala,Small Business,5,78129,2,1,484,Bank,Jewellery,131.43,22,780875.42,663975.02,563689.76,72.1869,23.5,12,53165.97,1.4695,1.361,2024,6,2,0
GLC011802,49,Male,Kerala,Small Business,5,30530,1,0,515,Bank,Bar,139.18,24,821080.9,749307.8,611141.19,74.4313,22.54,6,108656.93,0.281,3.559,2024,6,2,0
GLC011803,57,Male,Karnataka,Professional,6,219385,0,0,732,Bank,Coin,129.56,22,748107.18,701376.88,447795.26,59.8571,15.93,12,40614.02,5.4017,0.1851,2023,5,2,0
GLC011804,50,Female,Maharashtra,Professional,10,261750,0,0,750,Bank,Jewellery,158.8,22,845436.98,712380.89,519023.06,61.3911,10.17,15,36993.71,7.0755,0.1413,2024,8,3,0
GLC011805,52,Male,Uttar Pradesh,Daily Wage,6,16631,3,1,300,Bank,Jewellery,129.47,20,695017.23,571805.85,518019.97,74.5334,26.95,15,41060.34,0.405,7.4067,2022,1,1,1
GLC011806,37,Female,Telangana,Salaried,5,96617,3,1,724,NBFC,Jewellery,189.29,22,1035169.75,910313.9,892923.97,86.2587,16.3,18,56252.71,1.7176,1.7467,2022,10,4,0
GLC011807,58,Female,Karnataka,Daily Wage,5,22901,2,2,300,Bank,Coin,115.41,20,588019.68,528946.23,441014.76,75,25.96,21,26353.5,0.869,2.3015,2023,12,4,1
GLC011808,49,Male,Gujarat,Daily Wage,4,24664,3,1,300,Bank,Jewellery,177.55,24,1147924.31,982980.69,842946.08,73.4322,25.22,24,45082.41,0.5471,5.4836,2024,7,3,1
GLC011809,43,Male,Rajasthan,Daily Wage,2,17102,3,3,300,Bank,Bar,192.43,22,1117615.46,1082727.24,828221.23,74.1061,26.67,21,49784.96,0.3435,8.7332,2024,10,4,1
GLC011810,54,Female,Telangana,Professional,8,122763,0,0,803,NBFC,Jewellery,36.92,24,221064.5,181048.81,197276.63,89.2394,15.57,6,34388.61,3.5699,0.2801,2024,5,2,0
GLC011811,70,Male,Kerala,Professional,4,123886,3,0,817,NBFC,Jewellery,136.97,24,835742.3,727503.02,627973.42,75.1396,12.75,15,45511.13,2.7221,1.1021,2023,9,3,0
GLC011812,29,Male,Tamil Nadu,Farmer,8,21145,2,2,300,Bank,Jewellery,132.95,20,687159.89,578359.59,515369.92,75,26.19,21,30855.78,0.6853,2.9185,2023,3,1,1
GLC011813,33,Female,Tamil Nadu,Farmer,2,41992,1,3,300,NBFC,Jewellery,174.55,24,1074412.16,866363.74,966970.94,90,28.13,15,77206.32,0.5439,1.8386,2022,8,3,1
GLC011814,70,Female,West Bengal,Farmer,2,46337,0,0,509,Bank,Jewellery,70.72,18,337564.9,273864.31,221330.5,65.5668,23.13,9,27022.66,1.7147,0.5832,2022,10,4,0
GLC011815,46,Male,Andhra Pradesh,Small Business,3,81696,0,0,652,NBFC,Coin,81.82,20,421281.55,360622.39,346124.92,82.16,19.22,6,60964.17,1.3401,0.7462,2023,12,4,0
GLC011816,44,Female,Telangana,Small Business,4,64353,2,1,585,NBFC,Jewellery,14.19,24,89795.96,68067.43,74009.29,82.4194,21.58,9,8980.23,7.1661,0.2791,2022,2,1,1
GLC011817,40,Male,Gujarat,Farmer,4,31603,0,1,391,NBFC,Coin,154.42,18,697678.55,642257.65,627910.7,90,26.77,12,60219.91,0.5248,1.9055,2023,8,3,1
GLC011818,55,Male,Maharashtra,Salaried,7,38275,3,1,615,Bank,Jewellery,56.92,22,349565.52,299576.74,232721.85,66.5746,17.43,15,17378.22,2.2025,1.3621,2024,3,1,0
GLC011819,70,Male,Kerala,Farmer,2,25645,0,1,544,NBFC,Jewellery,186.15,22,1108508.17,887224.23,972836.75,87.7609,26.46,12,93153.12,0.2753,3.6324,2023,12,4,1
GLC011820,34,Male,Kerala,Professional,16,107483,1,0,890,Bank,Jewellery,134.29,22,757732.29,650854.29,473832.73,62.533,11.91,6,81737.99,1.315,0.7605,2023,9,3,0
GLC011821,40,Male,Gujarat,Salaried,5,108630,0,1,555,NBFC,Bar,69.86,24,466068.69,425493.1,399920.96,85.8073,20.84,3,137963.75,0.7874,1.27,2024,12,4,0
GLC011822,38,Male,Telangana,Small Business,8,34483,1,1,567,NBFC,Jewellery,164.58,20,882770.32,667187.86,769487.94,87.1674,23.1,9,93937.01,0.3671,2.7242,2022,7,3,1
GLC011823,50,Male,Karnataka,Salaried,6,30921,0,1,557,NBFC,Jewellery,164.38,20,850447.84,685026.74,716237.82,84.2189,19.95,6,126414.41,0.2446,4.0883,2024,8,3,0
GLC011824,55,Female,Tamil Nadu,Salaried,4,128848,2,0,795,Bank,Coin,36.5,22,200436.88,178710.78,128964.7,64.3418,10.89,9,14987.44,8.5971,0.2326,2022,4,2,0
GLC011825,59,Female,Kerala,Farmer,3,32461,0,2,300,NBFC,Coin,110.66,22,641272.77,593510.14,577145.49,90,27.61,6,104083.88,0.3119,3.2064,2023,1,1,1
GLC011826,50,Male,Kerala,Farmer,4,20710,3,2,361,NBFC,Jewellery,6.98,18,31949.24,27553.22,28221.05,88.3309,26.44,15,2229.87,9.2875,0.323,2023,11,4,1
GLC011827,69,Male,Karnataka,Professional,5,306354,1,1,761,Bank,Bar,72.1,24,420975.61,406390.6,277210.33,65.8495,10.12,18,16663.76,18.3844,0.0544,2024,9,3,0
GLC011828,35,Male,Karnataka,Farmer,1,17609,0,0,506,Bank,Coin,140.41,20,714695.43,652715.83,536021.57,75,23.15,12,50465.75,0.3489,2.8659,2023,2,1,0
GLC011829,32,Female,Uttar Pradesh,Daily Wage,3,14858,1,2,300,Bank,Jewellery,69.37,22,369914.79,277762.14,273644.1,73.9749,27.09,18,18668.47,0.7959,1.2565,2023,10,4,1
GLC011830,58,Male,Uttar Pradesh,Small Business,7,93222,2,0,535,NBFC,Jewellery,31.12,20,162908.67,136403.17,135373.19,83.0976,25.79,12,12918.39,7.2162,0.2772,2023,7,3,0
GLC011831,43,Male,Karnataka,Salaried,7,106675,2,0,559,Bank,Jewellery,117.58,24,687804.56,579641.56,411371.78,59.8094,20.31,15,31283.37,3.41,0.5865,2023,10,4,0
GLC011832,26,Male,Gujarat,Salaried,3,32818,1,0,623,Bank,Jewellery,192.49,22,1037572.96,841668.95,708141.47,68.2498,20.17,18,45919.4,0.7147,1.3992,2023,2,1,1
GLC011833,38,Female,Gujarat,Professional,13,93583,1,1,709,Bank,Coin,85.52,22,520930.57,489432.38,322345.06,61.8787,13.31,6,55828.96,1.6762,0.5966,2022,10,4,0
GLC011834,44,Male,Telangana,Small Business,3,42320,2,2,300,Bank,Jewellery,184.01,22,1066997.82,865264.88,794936.85,74.5022,27.39,9,98709.67,0.4287,4.6649,2023,8,3,1
GLC011835,34,Female,Andhra Pradesh,Daily Wage,1,22936,4,2,300,NBFC,Jewellery,181.58,20,1001319.71,833639.39,901187.74,90,28.1,15,71940.66,0.3188,12.5463,2024,10,4,1
GLC011836,30,Female,Andhra Pradesh,Small Business,2,62396,2,0,640,NBFC,Jewellery,135.36,18,595377.2,507873.38,488768.96,82.094,21.06,15,37344.98,1.6708,1.197,2023,4,2,0
GLC011837,39,Female,Tamil Nadu,Salaried,16,60341,2,0,739,Bank,Jewellery,18.72,18,93909.88,79793.15,70432.41,75,14.64,6,12245.04,4.9278,0.4059,2022,1,1,0
GLC011838,30,Male,Uttar Pradesh,Daily Wage,4,17731,2,1,332,Bank,Jewellery,132.5,18,644694.86,553950.13,420554.44,65.2331,24.68,15,32868.76,0.5394,3.7075,2024,5,2,0
GLC011839,48,Female,Gujarat,Farmer,5,45954,3,0,521,Bank,Jewellery,120.25,20,654732.57,513150.4,491049.43,75,23.9,18,32730.04,1.404,2.1367,2023,12,4,1
GLC011840,21,Male,Kerala,Daily Wage,1,9645,2,3,300,Bank,Jewellery,118.37,24,783653.22,652325.57,533027.6,68.0183,27.43,18,36453.8,0.2646,7.5591,2022,8,3,1
GLC011841,42,Female,Tamil Nadu,Small Business,2,43809,4,1,406,Bank,Jewellery,70.99,20,393182.04,309607.77,294886.53,75,27.41,18,20164.39,2.1726,1.8411,2024,5,2,0
GLC011842,47,Female,Karnataka,Professional,9,221116,2,0,790,NBFC,Coin,151.36,22,893990.95,796124.54,776663.58,86.876,12.99,6,134392.24,1.6453,1.2156,2022,11,4,0
GLC011843,41,Male,Andhra Pradesh,Salaried,3,50374,0,1,550,Bank,Jewellery,177.18,24,1125029.18,918551.81,795168.37,70.6798,19.61,9,95727.11,0.5262,1.9003,2022,8,3,0
GLC011844,54,Male,Tamil Nadu,Professional,11,86815,0,0,900,Bank,Bar,136.58,22,739993.74,690549.26,528924.59,71.4769,9.01,15,37416.65,2.3202,0.431,2022,1,1,0
GLC011845,26,Male,Telangana,Daily Wage,4,25688,3,1,300,NBFC,Bar,33.85,20,166359.2,157027.59,149723.28,90,27.06,12,14380.42,1.7863,1.6794,2022,9,3,1
GLC011846,34,Male,Kerala,Professional,13,292132,1,0,757,Bank,Jewellery,158,22,880005.13,699149.2,567219.63,64.4564,9.83,12,49822.78,5.8634,0.1705,2022,1,1,0
GLC011847,38,Female,Tamil Nadu,Salaried,13,37536,3,1,727,Bank,Coin,35.51,18,164347.07,141641.07,118039.32,71.8232,15.75,18,7405.59,5.0686,0.5919,2023,6,2,0
GLC011848,49,Female,Rajasthan,Farmer,2,12960,3,0,307,Bank,Jewellery,160.97,18,807730.85,628872.62,583677.62,72.2614,25.24,12,55543.17,0.2333,12.8572,2023,4,2,1
GLC011849,44,Male,Telangana,Professional,10,286786,2,0,727,Bank,Jewellery,123.52,20,656404.1,549140.36,439724.45,66.9899,16.63,9,52305.85,5.4829,0.3648,2022,10,4,0
GLC011850,65,Male,Andhra Pradesh,Farmer,1,26861,0,1,546,Bank,Jewellery,71.83,20,382049.76,295772.11,267936.46,70.1313,24.32,12,25377.47,1.0585,0.9448,2022,11,4,1
GLC011851,33,Male,Rajasthan,Professional,14,139621,2,0,874,NBFC,Jewellery,115.48,18,545132.1,436484.41,426617.11,78.2594,13.74,3,145474.57,0.9598,2.0838,2024,11,4,0
GLC011852,26,Male,Rajasthan,Professional,7,97849,1,0,736,NBFC,Jewellery,165.55,20,816246.53,687784.3,689113.68,84.4247,16.99,3,236239.51,0.4142,2.4143,2023,12,4,0
